Subject,Predicate,Object
VoltageGatedCalciumChannelTypePQAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
VoltageGatedPotassiumChannelAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
?AminoButyricAcidAReceptorAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
?AminoButyricAcidBReceptorAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
InducedApnea,SubClassOf,Apnea                  
ObstructiveSleepApnea,SubClassOf,Apnea                  
TerminalApnea,SubClassOf,Apnea                  
VagalApnea,SubClassOf,Apnea                  
LeftArm,SubClassOf,Arm                  
RightArm,SubClassOf,Arm                  
AnaplasticAstrocytoma,SubClassOf,Astrocytic                  
Astrocytoma,SubClassOf,Astrocytic                  
DiffuseAstrocytoma,SubClassOf,Astrocytic                  
DiffuseHighGradeGlioma,SubClassOf,Astrocytic                  
DiffuseLowGradeGlioma,SubClassOf,Astrocytic                  
DiffuseMidlineGlioma,SubClassOf,Astrocytic                  
GlioblastomaMultiforme,SubClassOf,Astrocytic                  
FibrillaryAstrogliosis,SubClassOf,Astrogliosis                  
Gliosis,SubClassOf,Astrogliosis                  
ModerateAstrogliosis,SubClassOf,Astrogliosis                  
DecreasedAsymmetryPattern,SubClassOf,AsymmetryPattern                  
IncreasedAsymmetryPattern,SubClassOf,AsymmetryPattern                  
Gudden\'sAtrophy,SubClassOf,Atrophy                  
NeuropathicAtrophy,SubClassOf,Atrophy                  
NeurotrophicAtrophy,SubClassOf,Atrophy                  
AttentionDeficitHyperactivityDisorderCombinedType,SubClassOf,AttentionDeficitHyperactivityDisorder                  
AttentionDeficitHyperactivityDisorderInattentivePresentationRestrictive,SubClassOf,AttentionDeficitHyperactivityDisorder                  
AttentionDeficitHyperactivityDisorderPredominantlyHyperactiveImpulsiveType,SubClassOf,AttentionDeficitHyperactivityDisorder                  
AttentionDeficitHyperactivityDisorderPredominantlyInattentiveType,SubClassOf,AttentionDeficitHyperactivityDisorder                  
ChildAttentionDeficitDisorder,SubClassOf,AttentionDeficitHyperactivityDisorder                  
DeficitsinAttentionMotorControlandPerception,SubClassOf,AttentionDeficitHyperactivityDisorder                  
HyperkinesiswithDevelopmentalDelay,SubClassOf,AttentionDeficitHyperactivityDisorder                  
HyperkineticConductDisorder,SubClassOf,AttentionDeficitHyperactivityDisorder                  
UndifferentiatedAttentionDeficitDisorder,SubClassOf,AttentionDeficitHyperactivityDisorder                  
ComplexAuditoryAura,SubClassOf,AuditoryAura                  
ElementaryAuditoryAura,SubClassOf,AuditoryAura                  
ComplexAuditoryAuraStatus,SubClassOf,AuditoryAuraStatus                  
ElementaryAuditoryAuraStatus,SubClassOf,AuditoryAuraStatus                  
AbdominalAura,SubClassOf,Aura                  
AuditoryAura,SubClassOf,Aura                  
AutonomicAura,SubClassOf,Aura                  
GustatoryAura,SubClassOf,Aura                  
OlfactoryAura,SubClassOf,Aura                  
PsychicAura,SubClassOf,Aura                  
SomatosensoryAura,SubClassOf,Aura                  
VisualAura,SubClassOf,Aura                  
AbdominalAuraStatus,SubClassOf,AuraStatus                  
AuditoryAuraStatus,SubClassOf,AuraStatus                  
AutonomicAuraStatus,SubClassOf,AuraStatus                  
GustatoryAuraStatus,SubClassOf,AuraStatus                  
OlfactoryAuraStatus,SubClassOf,AuraStatus                  
PyschicAuraStatus,SubClassOf,AuraStatus                  
SomatosensoryAuraStatus,SubClassOf,AuraStatus                  
VisualAuraStatus,SubClassOf,AuraStatus                  
AutomatismwithoutPreservedResponsiveness,SubClassOf,Automatism                  
AutomatismwithPreservedResponsiveness,SubClassOf,Automatism                  
BradycardicSeizure,SubClassOf,AutonomicSeizure                  
EmeticSeizure,SubClassOf,AutonomicSeizure                  
HypehydroticSeizure,SubClassOf,AutonomicSeizure                  
PilomotorSeizure,SubClassOf,AutonomicSeizure                  
SexualSeizure,SubClassOf,AutonomicSeizure                  
SialorrheicSeizure,SubClassOf,AutonomicSeizure                  
TachycardicSeizure,SubClassOf,AutonomicSeizure                  
UrinarySeizure,SubClassOf,AutonomicSeizure                  
VasomotorSeizure,SubClassOf,AutonomicSeizure                  
ExtractedERPPattern,SubClassOf,AveragedEEGData                  
IntraCranialERPData,SubClassOf,AveragedEEGData                  
ScalpRecordedERPData,SubClassOf,AveragedEEGData                  
ScalpRecordedERPExtractedPattern,SubClassOf,AveragedEEGData                  
LeftBasalOccipitalLobeSegment,SubClassOf,BasalOccipitalLobeSegment                  
RightBasalOccipitalLobeSegment,SubClassOf,BasalOccipitalLobeSegment                  
LeftBasalTemporalLobeSegment,SubClassOf,BasalTemporalLobeSegment                  
RightBasalTemporalLobeSegment,SubClassOf,BasalTemporalLobeSegment                  
MatureBCell,SubClassOf,BCell                  
PlasmaCell,SubClassOf,BCell                  
EpileptiformBenignVariant,SubClassOf,BenignElectroencephalogramPattern                  
RhythmicBenignVariant,SubClassOf,BenignElectroencephalogramPattern                  
LeftBigToe,SubClassOf,BigToe                  
RightBigToe,SubClassOf,BigToe                  
ParietoOccipitalEpilepsy,SubClassOf,BiLobarEpilepsy                  
TemporoParietalEpilepsy,SubClassOf,BiLobarEpilepsy                  
Acetylcholine,SubClassOf,BiologicalSubstance                  
AcetylcholineChloride,SubClassOf,BiologicalSubstance                  
AcetylcholinReceptor,SubClassOf,BiologicalSubstance                  
Adenosine,SubClassOf,BiologicalSubstance                  
Amphiphysin,SubClassOf,BiologicalSubstance                  
Aquaporin4,SubClassOf,BiologicalSubstance                  
Calretinin,SubClassOf,BiologicalSubstance                  
ClusterofDifferentiation3,SubClassOf,BiologicalSubstance                  
ClusterofDifferentiation8,SubClassOf,BiologicalSubstance                  
ContactinAssociatedProtein2,SubClassOf,BiologicalSubstance                  
CyclicNucleotidePhosphodiesterase,SubClassOf,BiologicalSubstance                  
Cyclin-dependentKinaseInhibitor2A,SubClassOf,BiologicalSubstance                  
DeltaNotchLikeEpidermalGrowthFactorRelatedReceptor,SubClassOf,BiologicalSubstance                  
DihydropyrimidinaseRelatedProtein5,SubClassOf,BiologicalSubstance                  
DipeptidylPeptidaseLikeProtein6,SubClassOf,BiologicalSubstance                  
Dopamine,SubClassOf,BiologicalSubstance                  
DopamineHydrochloride,SubClassOf,BiologicalSubstance                  
Epitope,SubClassOf,BiologicalSubstance                  
FreeGamma-aminobutyricAcid,SubClassOf,BiologicalSubstance                  
GammaAminoButyricAcid,SubClassOf,BiologicalSubstance                  
Gamma-aminobutyricAcid,SubClassOf,BiologicalSubstance                  
GlialFibrillaryAcidicProtein,SubClassOf,BiologicalSubstance                  
Glutamate,SubClassOf,BiologicalSubstance                  
GlutamateDecarboxylase65,SubClassOf,BiologicalSubstance                  
GlutamicAcid,SubClassOf,BiologicalSubstance                  
GlutamicAcidHydrochloride,SubClassOf,BiologicalSubstance                  
GlycineReceptor,SubClassOf,BiologicalSubstance                  
IonotropicGlutamateReceptor,SubClassOf,BiologicalSubstance                  
IsocitrateDehydrogenase,SubClassOf,BiologicalSubstance                  
Ki-67Antigen,SubClassOf,BiologicalSubstance                  
LeucineRichGliomaInactivatedProtein1,SubClassOf,BiologicalSubstance                  
Lipoprotein,SubClassOf,BiologicalSubstance                  
LymphocyteAntigenCD34,SubClassOf,BiologicalSubstance                  
LymphocyteAntigenCD45,SubClassOf,BiologicalSubstance                  
LymphocyteAntigenCD68,SubClassOf,BiologicalSubstance                  
MetabotropicGlutamateReceptor1,SubClassOf,BiologicalSubstance                  
MethylationofHistoneH3onLysine27,SubClassOf,BiologicalSubstance                  
MIBE3UbiquitinProteinLigase1,SubClassOf,BiologicalSubstance                  
MicrotubuleAssociatedProtein1B,SubClassOf,BiologicalSubstance                  
MicrotubuleAssociatedProtein2,SubClassOf,BiologicalSubstance                  
MyelinBasicProtein,SubClassOf,BiologicalSubstance                  
MyelinOligodendrocyteGlycoprotein,SubClassOf,BiologicalSubstance                  
N_TypeVoltageGatedCalciumChannel,SubClassOf,BiologicalSubstance                  
NeurofilamentHeavy_Unphosphorelated,SubClassOf,BiologicalSubstance                  
NeuronalNuclei,SubClassOf,BiologicalSubstance                  
NeuroTransmitter,SubClassOf,BiologicalSubstance                  
N-MethylDAspartate,SubClassOf,BiologicalSubstance                  
Norepinephrine,SubClassOf,BiologicalSubstance                  
NorepinephrineBitartrate,SubClassOf,BiologicalSubstance                  
OligodendrocyteTranscriptionFactor,SubClassOf,BiologicalSubstance                  
OncofetalAntigen,SubClassOf,BiologicalSubstance                  
Orexin,SubClassOf,BiologicalSubstance                  
P_Q_TypeVoltageGatedCalciumChannel,SubClassOf,BiologicalSubstance                  
ParaneoplasticAntigenMa1,SubClassOf,BiologicalSubstance                  
ParaneoplasticAntigenMa2,SubClassOf,BiologicalSubstance                  
Parvalbumin,SubClassOf,BiologicalSubstance                  
Phosphoprotein_p53,SubClassOf,BiologicalSubstance                  
Phosphor-S6RibosomalProtein,SubClassOf,BiologicalSubstance                  
Protein,SubClassOf,BiologicalSubstance                  
PurkinjeCellAntibodyType1,SubClassOf,BiologicalSubstance                  
Serotonin,SubClassOf,BiologicalSubstance                  
Somatostatin,SubClassOf,BiologicalSubstance                  
Synaptophysin,SubClassOf,BiologicalSubstance                  
TranscriptionFactorSOX-1,SubClassOf,BiologicalSubstance                  
Type1AntiNeuronalNuclearAntibody,SubClassOf,BiologicalSubstance                  
Type2AntiNeuronalNuclearAntibody,SubClassOf,BiologicalSubstance                  
Type3AntineuronalNuclearAntibody,SubClassOf,BiologicalSubstance                  
VasoactiveIntestinalPeptide,SubClassOf,BiologicalSubstance                  
VasoactiveIntestinalPeptideReceptor,SubClassOf,BiologicalSubstance                  
Vimentin,SubClassOf,BiologicalSubstance                  
VoltageGatedPotassiumChannel,SubClassOf,BiologicalSubstance                  
?AminoButyricAcidAReceptor,SubClassOf,BiologicalSubstance                  
?AminoButyricAcidBReceptor,SubClassOf,BiologicalSubstance                  
AnatomicalEntity,SubClassOf,BodilyFeature                  
HumanBodyPart,SubClassOf,BodilyFeature                  
Neck,SubClassOf,BodyProperSubdivision                  
Trunk,SubClassOf,BodyProperSubdivision                  
VaccinationInducedHyperthermia,SubClassOf,BodyTemperatureStimulus                  
AnaplasticGanglioglioma,SubClassOf,BrainGlialNeuronalTumor                  
AtypicalGanglioglioma,SubClassOf,BrainGlialNeuronalTumor                  
DiffuseLeptomeningealGlioneuronalTumor,SubClassOf,BrainGlialNeuronalTumor                  
DysembryoplasticNeuroepithelialTumor,SubClassOf,BrainGlialNeuronalTumor                  
Ganglioglioma,SubClassOf,BrainGlialNeuronalTumor                  
MyxoidGlioneuronalTumor,SubClassOf,BrainGlialNeuronalTumor                  
PapillaryGlioneuronalTumor,SubClassOf,BrainGlialNeuronalTumor                  
Rosette-formingGlioneuronalTumor,SubClassOf,BrainGlialNeuronalTumor                  
DiffuseGlioma,SubClassOf,BrainGlialTumor                  
Glioma,SubClassOf,BrainGlialTumor                  
NonDiffuseGlioma,SubClassOf,BrainGlialTumor                  
AnteriorParacentralGyrus,SubClassOf,BrainGyrus                  
FrontalLobeGyrus,SubClassOf,BrainGyrus                  
InsulaGyrus,SubClassOf,BrainGyrus                  
LimbicLobeGyrus,SubClassOf,BrainGyrus                  
MedialOccipitotemporalGyrus,SubClassOf,BrainGyrus                  
MedialOlfactoryGyrus,SubClassOf,BrainGyrus                  
OccipitalLobeGyrus,SubClassOf,BrainGyrus                  
ParacentralLobule,SubClassOf,BrainGyrus                  
ParietalLobeGyrus,SubClassOf,BrainGyrus                  
ParietalOperculum,SubClassOf,BrainGyrus                  
PosteriorParacentralGyrus,SubClassOf,BrainGyrus                  
SubcentralGyrus,SubClassOf,BrainGyrus                  
TemporalLobeGyrus,SubClassOf,BrainGyrus                  
LimbicLobeGyrusSegment,SubClassOf,BrainGyrusSegment                  
CerebellumNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
DiencephalonNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
ForebrainNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
MedullaOblongataNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
Metencephalon,SubClassOf,BrainNeuralTissueSegment                  
MidbrainNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
PonsNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
TelencephalonNeuralTissue,SubClassOf,BrainNeuralTissueSegment                  
MultinodularandVacuolatingNeuronalTumor,SubClassOf,BrainNeuronalTumor                  
Neurocytoma,SubClassOf,BrainNeuronalTumor                  
