Subject,Predicate,Object,Section,PMCID
SpontaneousSynapticRecording,measures,SpontaneousIPSCFrequency,Methods,5022661
SpontaneousSynapticRecording,measures,SpontaneousEPSCFrequency,Methods,5022661
HippocampalRecording,recordsFrom,CA1_OLMInterneuron,Methods,5022661
CA1_OLMInterneuron,isA,HippocampalInterneuron,Methods,5022661
CA1_OLMInterneuron,expresses,Somatostatin,Methods,5022661
CA1_OLMInterneuron,expresses,Parvalbumin,Methods,5022661
AlveusStimulation,evokes,SynapticallyEvokedEPSP,Methods,5022661
ThermalInductionProtocol,raises,CoreBodyTemperature,Methods,5022661
ThermalInductionProtocol,induces,GeneralizedTonicClonicSeizure,Methods,5022661
VideoEEG,detects,ElectrographicSeizure,Methods,5022661
OpenFieldTest,measures,LocomotorActivity,Methods,5022661
ThreeChamberSocialTest,assesses,SocialInteractionPreference,Methods,5022661
ContextDependentFearConditioning,assesses,FearMemory,Methods,5022661
BarnesMaze,assesses,SpatialLearning,Methods,5022661
NovelObjectRecognition,assesses,RecognitionMemory,Methods,5022661
YMazeSpontaneousAlternation,assesses,WorkingMemory,Methods,5022661
Nav1.1DeletionInParvalbuminInterneuron,increases,ActionPotentialThreshold,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,increases,ActionPotentialThreshold,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,increases,Rheobase,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,increases,Rheobase,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,reduces,ActionPotentialNumberDuringDepolarization,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,reduces,ActionPotentialNumberDuringDepolarization,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,reduces,ActionPotentialFrequencyDuringDepolarization,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,reduces,ActionPotentialFrequencyDuringDepolarization,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,increases,ActionPotentialFailureDuringTrain,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,increases,ActionPotentialFailureDuringTrain,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,reduces,InhibitorySynapticTransmissionOntoPyramidalNeuron,Results,5022661
ReducedInhibitorySynapticTransmissionOntoPyramidalNeuron,increases,ExcitationInhibitionRatio,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,increases,SpontaneousEPSCFrequencyInPyramidalNeuron,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,reduces,SpontaneousIPSCFrequencyInPyramidalNeuron,Results,5022661
LayerVCorticalNetwork,becomes,Hyperexcitable,Results,5022661
LayerVCorticalNetwork,becomes,Hyperactive,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,doesNotAlter,SpontaneousIPSCFrequencyInPyramidalNeuron,Results,5022661
Nav1.1DeletionInSomatostatinInterneuron,doesNotAlter,SpontaneousEPSCFrequencyInPyramidalNeuron,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,increases,ActionPotentialThreshold,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,increases,Rheobase,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,increases,ThresholdForSynapticallyEvokedSpike,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,shortens,EPSPHalfWidth,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,reduces,EPSPTimeIntegral,Results,5022661
Nav1.1DeletionInCA1_OLMInterneuron,reduces,SynapticBoosting,Results,5022661
ReducedSynapticBoosting,reduces,SubthresholdAmplification,Results,5022661
PV_DS_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
PVCreCre_DS_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
PVCreCre_DS_Mouse,hasSeizureType,NonConvulsiveElectrographicSeizure,Results,5022661
NonConvulsiveElectrographicSeizure,hasPhenotype,BriefBilateralCorticalDischarge,Results,5022661
NonConvulsiveElectrographicSeizure,hasPhenotype,BehavioralPause,Results,5022661
PV_DS_Mouse,hasSeizureType,GeneralizedTonicClonicSeizure,Results,5022661
SST_DS_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
SST_DS_Mouse,hasSeizureType,NonConvulsiveElectrographicSeizure,Results,5022661
SST_DS_Mouse,hasSeizureType,GeneralizedTonicClonicSeizure,Results,5022661
PV_SST_DS_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
PV_SST_DS_Mouse,hasPhenotype,EarlierSeizureSusceptibilityOnset,Results,5022661
PV_SST_DS_Mouse,hasPhenotype,MoreSevereThermallyInducedSeizure,Results,5022661
Nav1.1DeletionInParvalbuminInterneuron,synergizesWith,Nav1.1DeletionInSomatostatinInterneuron,Results,5022661
SynergisticInterneuronDeficit,increases,SeizureSeverity,Results,5022661
SynergisticInterneuronDeficit,increases,PrematureDeathRisk,Results,5022661
PV_SST_DS_Mouse,hasPrematureMortality,PrematureDeath,Results,5022661
Scn1aFloxFlox_PV_Mouse,hasPhenotype,SevereAtaxia,Results,5022661
Scn1aFloxFlox_PV_Mouse,hasSeizureType,SpontaneousConvulsiveSeizure,Results,5022661
Scn1aFloxFlox_PV_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
Scn1aFloxFlox_PV_Mouse,hasPrematureMortality,PrematureDeath,Results,5022661
Scn1aFloxFlox_SST_Mouse,hasSeizureType,ThermallyInducedSeizure,Results,5022661
Scn1aFloxFlox_SST_Mouse,doesNotCause,PrematureDeath,Results,5022661
Scn1aFloxFlox_PV_SST_Mouse,hasPhenotype,Ataxia,Results,5022661
Scn1aFloxFlox_PV_SST_Mouse,hasSeizureType,SpontaneousConvulsiveSeizure,Results,5022661
Scn1aFloxFlox_PV_SST_Mouse,increasesSusceptibilityTo,ThermallyInducedSeizure,Results,5022661
Scn1aFloxFlox_PV_SST_Mouse,hasPrematureMortality,PrematureDeath,Results,5022661
SST_DS_Mouse,hasPhenotype,Hyperactivity,Results,5022661
PV_DS_Mouse,doesNotCause,Hyperactivity,Results,5022661
PV_DS_Mouse,hasPhenotype,AutisticLikeBehavior,Results,5022661
PV_DS_Mouse,hasPhenotype,SocialInteractionDeficit,Results,5022661
SST_DS_Mouse,doesNotCause,SocialInteractionDeficit,Results,5022661
PV_SST_DS_Mouse,hasPhenotype,SocialInteractionDeficit,Results,5022661
PVCreCre_SST_DS_Mouse,hasPhenotype,ImpairedLongTermFearMemory,Results,5022661
PVCreCre_SST_DS_Mouse,doesNotImpair,ShortTermFearMemory,Results,5022661
PVCreCre_SST_DS_Mouse,doesNotImpair,SpatialLearningInBarnesMaze,Results,5022661
PVCreCre_SST_DS_Mouse,doesNotImpair,WorkingMemory,Results,5022661
PVCreCre_SST_DS_Mouse,doesNotImpair,RecognitionMemory,Results,5022661
Nav1.1LossOfFunction,causes,DravetSyndromePhenotypeInMouse,Discussion,5022661
Nav1.1LossOfFunction,selectivelyImpairs,GABAergicInterneuronExcitability,Discussion,5022661
SelectiveInterneuronImpairment,causes,Epilepsy,Discussion,5022661
SelectiveInterneuronImpairment,causes,BehavioralDeficit,Discussion,5022661
Nav1.1DeletionInExcitatoryNeuron,doesNotCause,DravetSyndromePhenotype,Discussion,5022661
Nav1.1DeletionInExcitatoryNeuron,reduces,PrematureDeathFrequency,Discussion,5022661
ParvalbuminInterneuronDysfunction,causes,AutisticLikeBehavior,Discussion,5022661
ParvalbuminInterneuronDysfunction,contributesTo,Epilepsy,Discussion,5022661
ParvalbuminInterneuronDysfunction,doesNotCause,Hyperactivity,Discussion,5022661
ParvalbuminInterneuronDysfunction,doesNotCause,ContextDependentFearMemoryDeficit,Discussion,5022661
SomatostatinInterneuronDysfunction,causes,Hyperactivity,Discussion,5022661
SomatostatinInterneuronDysfunction,contributesTo,Epilepsy,Discussion,5022661
SomatostatinInterneuronDysfunction,doesNotCause,AutisticLikeBehavior,Discussion,5022661
ComplementaryInhibition,requires,ParvalbuminInterneuron,Discussion,5022661
ComplementaryInhibition,requires,SomatostatinInterneuron,Discussion,5022661
LossOfPerisomaticInhibition,synergizesWith,LossOfDistalDendriticInhibition,Discussion,5022661
SynergisticLossOfInhibition,causes,MoreSevereEpilepsy,Discussion,5022661
SynergisticLossOfInhibition,causes,PrematureDeath,Discussion,5022661
SynergisticLossOfInhibition,contributesTo,LongTermFearMemoryDeficit,Discussion,5022661
OtherInterneuronClass,contributesTo,SevereCognitiveImpairmentInDravetSyndrome,Discussion,5022661
DeletionInPVandSSTOnly,doesNotRecapitulate,FullCognitiveImpairment,Discussion,5022661
Interneuronopathy,canCause,MultifacetedNeuropsychiatricPhenotype,Discussion,5022661
SingleGeneMutation,canCause,MultipleDiseaseTraits,Discussion,5022661
SCN1A,encodes,NaV1.1,Introduction,4254180
NaV1.1,isA,VoltageGatedSodiumChannelAlphaSubunit,Introduction,4254180
VoltageGatedSodiumChannel,regulates,NeuronalExcitability,Introduction,4254180
VoltageGatedSodiumChannel,initiates,ActionPotential,Introduction,4254180
VoltageGatedSodiumChannel,propagates,ActionPotential,Introduction,4254180
VoltageGatedSodiumChannel,amplifies,SubthresholdSynapticEvent,Introduction,4254180
SCN1AMissenseMutation,isAssociatedWith,GeneticEpilepsyWithFebrileSeizuresPlus,Introduction,4254180
SCN1ATruncationMutation,causes,DravetSyndrome,Introduction,4254180
SCN1ALossOfFunctionMutation,causes,DravetSyndrome,Introduction,4254180
DravetSyndrome,isA,SevereMyoclonicEpilepsyInInfancy,Introduction,4254180
DravetSyndrome,hasAgeOfOnset,FirstYearOfLife,Introduction,4254180
DravetSyndrome,hasSeizureTrigger,Fever,Introduction,4254180
DravetSyndrome,hasFeature,ProlongedRefractorySeizure,Introduction,4254180
DravetSyndrome,hasFeature,StatusEpilepticus,Introduction,4254180
DravetSyndrome,hasComorbidity,PsychomotorDelay,Introduction,4254180
DravetSyndrome,hasComorbidity,Ataxia,Introduction,4254180
DravetSyndrome,hasComorbidity,CognitiveImpairment,Introduction,4254180
DravetSyndrome,hasComorbidity,SocialInteractionDeficit,Introduction,4254180
GeneticBackground,modulates,DravetSyndromeSeverity,Introduction,4254180
NaV1.1PlusMinusMouse,isA,DravetSyndromeMouseModel,Introduction,4254180
DravetSyndromeMouseModel,shows,TemperatureDependentOnset,Introduction,4254180
DravetSyndromeMouseModel,progressesTo,MyoclonicSeizure,Introduction,4254180
DravetSyndromeMouseModel,progressesTo,GeneralizedTonicClonicSeizure,Introduction,4254180
GeneticBackground,modulates,SeizureSeverityInMouseModel,Introduction,4254180
DS_B6_Mouse,isA,DravetSyndromeMouseModel,Introduction,4254180
DS_129_Mouse,isA,DravetSyndromeMouseModel,Introduction,4254180
DS_B6_Mouse,hasFeature,FrequentSpontaneousSeizure,Introduction,4254180
DS_B6_Mouse,hasFeature,PrematureDeath,Introduction,4254180
DS_129_Mouse,hasFeature,RareSpontaneousSeizure,Introduction,4254180
DS_129_Mouse,hasFeature,ReducedPrematureDeath,Introduction,4254180
NaV1.1LossInInterneuron,impairs,GABAergicInterneuronExcitability,Introduction,4254180
ImpairedGABAergicInterneuronExcitability,causes,Disinhibition,Introduction,4254180
Disinhibition,causes,NetworkHyperexcitability,Introduction,4254180
NetworkHyperexcitability,causes,Epilepsy,Introduction,4254180
ForebrainGABAergicInterneuronSpecificScn1aDeletion,isSufficientFor,DravetSyndromePhenotypeInMouse,Introduction,4254180
CA1PyramidalNeuron,isA,ExcitatoryNeuron,Introduction,4254180
CA1SOInterneuron,isA,GABAergicInterneuron,Introduction,4254180
CA1SOInterneuron,modulates,CA1PyramidalNeuronOutput,Introduction,4254180
CA1SOInterneuronDysfunction,isImplicatedIn,TemporalLobeEpilepsySeizureFacilitation,Introduction,4254180
NaVChannelSubthresholdCurrent,boosts,EPSP,Introduction,4254180
NaV1.1,isLocalizedTo,CellSoma,Introduction,4254180
NaV1.1,contributesTo,EPSPAmplification,Introduction,4254180
Scn1aMutantMouse,isGeneratedBy,TargetedDeletionOfLastEncodingExon,Methods,4254180
Scn1aDeletionModel,produces,NaV1.1Haploinsufficiency,Methods,4254180
NaV1.1Haploinsufficiency,isA,SCN1ALossOfFunctionState,Methods,4254180
DS_129_Mouse,hasGeneticBackground,129_SvJ,Methods,4254180
DS_B6_Mouse,hasGeneticBackground,C57BL_6J,Methods,4254180
WT_129_Mouse,hasGeneticBackground,129_SvJ,Methods,4254180
WT_B6_Mouse,hasGeneticBackground,C57BL_6J,Methods,4254180
ThermalInductionProtocol,raises,CoreBodyTemperature,Methods,4254180
ThermalInductionProtocol,induces,GeneralizedTonicClonicSeizure,Methods,4254180
ThermalInductionProtocol,records,MyoclonicSeizure,Methods,4254180
BodyTemperatureMonitoring,uses,RectalTemperatureProbe,Methods,4254180
EEGRecording,detects,ElectrographicSeizure,Methods,4254180
EEGElectrodeImplantation,placesElectrodesAt,BilateralCentralCortex,Methods,4254180
EEGElectrodeImplantation,placesReferenceElectrodeAt,CerebellarMidline,Methods,4254180
ThreeChamberSocialPreferenceTest,assesses,SocialInteractionPreference,Methods,4254180
ContextDependentFearConditioning,assesses,ContextDependentFearMemory,Methods,4254180
HippocampalSliceElectrophysiology,recordsFrom,CA1PyramidalNeuron,Methods,4254180
HippocampalSliceElectrophysiology,recordsFrom,CA1SOInterneuron,Methods,4254180
WholeCellCurrentClamp,measures,ActionPotentialThreshold,Methods,4254180
WholeCellCurrentClamp,measures,Rheobase,Methods,4254180
WholeCellCurrentClamp,measures,HighFrequencyFiringSustainment,Methods,4254180
ShortPulseTrainProtocol,tests,ActionPotentialGenerationReliability,Methods,4254180
AcuteDissociation,isolates,HippocampalInterneuron,Methods,4254180
WholeCellVoltageClamp,measures,SomaticSodiumCurrent,Methods,4254180
SodiumCurrentAssay,measures,ActivationVoltageDependence,Methods,4254180
SodiumCurrentAssay,measures,InactivationVoltageDependence,Methods,4254180
AlveusStimulation,activates,CA1PyramidalAxon,Methods,4254180
AlveusStimulation,evokes,EPSPInSOInterneuron,Methods,4254180
QX314,isA,MembraneImpermeantSodiumChannelBlocker,Methods,4254180
QX314,blocks,NaVChannel,Methods,4254180
QX314,isDeliveredVia,PatchPipette,Methods,4254180
NearThresholdEPSPProtocol,normalizes,FiringProbabilityAcrossGenotypes,Methods,4254180
TrainOfSynapticStimuli,evokes,SynapticallyEvokedActionPotential,Methods,4254180
SpikeLatencyAnalysis,measures,SpikeLatency,Methods,4254180
SpikeLatencyAnalysis,measures,SpikeJitter,Methods,4254180
DS_B6_Mouse,shows,SpontaneousBehavioralSeizure,Results,4254180
DS_B6_Mouse,shows,PrematureDeath,Results,4254180
DS_129_Mouse,shows,ReducedSpontaneousBehavioralSeizure,Results,4254180
DS_129_Mouse,shows,ReducedPrematureDeath,Results,4254180
ElevatedTemperature,induces,GeneralizedTonicClonicSeizureIn_DS_B6_Mouse,Results,4254180
ElevatedTemperature,induces,GeneralizedTonicClonicSeizureIn_DS_129_Mouse,Results,4254180
DS_129_Mouse,hasHigher,ThermalSeizureThreshold,Results,4254180
DS_129_Mouse,hasFewer,MyoclonicSeizure,Results,4254180
DS_129_Mouse,phenocopies,GEFSPlusLikePhenotype,Results,4254180
DS_B6_Mouse,hasCognitiveDeficit,ContextDependentFearMemoryImpairment,Results,4254180
DS_129_Mouse,lacks,ContextDependentFearMemoryImpairment,Results,4254180
DS_129_Mouse,hasFeature,SocialInteractionDeficit,Results,4254180
DS_B6_Mouse,hasFeature,SocialInteractionDeficit,Results,4254180
SomaticSodiumCurrentInHippocampalInterneuron,isReducedIn,DS_B6_MouseAtEarlyPostnatalStage,Results,4254180
SomaticSodiumCurrentInHippocampalInterneuron,isPreservedIn,DS_129_MouseAtEarlyPostnatalStage,Results,4254180
SodiumCurrentVoltageDependence,isUnchangedBy,Scn1aHaploinsufficiency,Results,4254180
SomaticSodiumCurrentNormalizationAtLaterStage,occursIn,BothGeneticBackgrounds,Results,4254180
NaVChannelLocalizationChange,mayExplain,SomaticCurrentNormalization,Results,4254180
OtherSodiumChannelSubtypeUpregulation,mayCompensateFor,NaV1.1Loss,Results,4254180
Scn1aHaploinsufficiency,doesNotAlter,CA1PyramidalNeuronExcitability,Results,4254180
CA1PyramidalNeuronExcitability,isSimilarBetween,WTAndDSAcrossBackgrounds,Results,4254180
GeneticBackground,modifies,CA1PyramidalNeuronIntrinsicExcitability,Results,4254180
SOInterneuronExcitability,isLowerIn,B6Background,Results,4254180
SOInterneuronExcitability,isHigherIn,129Background,Results,4254180
DS_B6_Mouse,hasIncreased,SOInterneuronRheobase,Results,4254180
DS_B6_Mouse,hasIncreased,SOInterneuronActionPotentialThreshold,Results,4254180
DS_B6_Mouse,hasReduced,ActionPotentialAmplitudeInSOInterneuron,Results,4254180
DS_B6_Mouse,hasReduced,MaximalRateOfRiseInSOInterneuron,Results,4254180
DS_B6_Mouse,hasReduced,HighFrequencyFiringSustainmentInSOInterneuron,Results,4254180
DS_129_Mouse,hasLessImpaired,SOInterneuronFiringProbability,Results,4254180
SOInterneuron,hasSubtype,OLMCell,Results,4254180
OLMCell,firesAt,ThetaFrequencyRange,Results,4254180
DS_B6_SOInterneuron,hasImpaired,ThetaRangeFiring,Results,4254180
NaVChannel,amplifies,SubthresholdEPSPInSOInterneuron,Results,4254180
QX314Block,reduces,EPSPAmplitude,Results,4254180
QX314Block,reduces,EPSPDuration,Results,4254180
QX314Block,reduces,EPSPTimeIntegral,Results,4254180
NaV1.1Deletion,reduces,EPSPBoosting,Results,4254180
DS_B6_Mouse,hasMoreReduced,NaVDependentEPSPDurationContribution,Results,4254180
DS_129_Mouse,preservesMore,NaVDependentEPSPDurationContribution,Results,4254180
NearThresholdEPSP,isShortenedIn,DS_Mouse,Results,4254180
NearThresholdEPSPShortening,reduces,SpikeLatency,Results,4254180
NearThresholdEPSPShortening,reduces,SpikeJitter,Results,4254180
DS_129_SOInterneuron,hasMoreNegative,SynapticallyEvokedActionPotentialThreshold,Results,4254180
DS_129_SOInterneuron,hasLonger,NearThresholdEPSPDuration,Results,4254180
LongerNearThresholdEPSPDuration,improves,TemporalSummation,Results,4254180
ReducedEPSPAmplification,reduces,ProbabilityOfReachingThreshold,Results,4254180
ReducedIntrinsicExcitability,reduces,InhibitoryNeurotransmission,Results,4254180
CombinedSynapticAndIntrinsicDeficits,reduce,SOInterneuronOutput,Results,4254180
GeneticBackground,determines,ImpactOfScn1aDeletionOnInterneuronExcitability,Discussion,4254180
DS_B6_Mouse,recapitulates,HumanDravetSyndromeProgression,Discussion,4254180
DS_129_Mouse,resembles,HumanGEFSPlusPhenotype,Discussion,4254180
PrimaryCauseOfDravetSyndromeInMouse,is,InhibitoryNeuronDysfunction,Discussion,4254180
SelectiveScn1aDeletionInInterneuron,recapitulates,DravetSyndromeSymptoms,Discussion,4254180
SelectiveScn1aDeletionInExcitatoryNeuron,doesNotCause,DravetSyndromeSymptoms,Discussion,4254180
InterneuronExcitabilityDeficit,correlatesWith,EpilepsySeverity,Discussion,4254180
GreaterInterneuronExcitabilityDeficit,occursIn,DS_B6_Mouse,Discussion,4254180
LesserInterneuronExcitabilityDeficit,occursIn,DS_129_Mouse,Discussion,4254180
NaV1.1,servesMajorRoleIn,EPSPBoostingInSOInterneuron,Discussion,4254180
ReducedEPSPBoosting,impairs,SynapticIntegration,Discussion,4254180
ReducedSynapticIntegration,reduces,InhibitoryCircuitFunction,Discussion,4254180
HippocampalInterneuronDysfunction,mayContributeTo,Epileptogenesis,Discussion,4254180
HippocampalHyperactivity,mayDrive,CorticalGeneralizedSeizure,Discussion,4254180
ReducedHippocampalHyperactivityIn_DS_129,reduces,SeizureInitiationDrive,Discussion,4254180
SpectrumOfInterneuronExcitabilityReduction,mapsTo,SpectrumOfSCN1ARelatedEpilepsies,Discussion,4254180
LossOfFunctionSeverity,increases,EpilepsySyndromeSeverity,Discussion,4254180
DravetSyndrome,isA,SevereMyoclonicEpilepsyOfInfancy,Introduction,4804326
DravetSyndrome,isA,RareGeneticPediatricEpilepsy,Introduction,4804326
DravetSyndrome,hasAgeOfOnset,Infancy,Introduction,4804326
DravetSyndrome,hasSeizureTrigger,Fever,Introduction,4804326
DravetSyndrome,progressesTo,GeneralizedTonicClonicSeizure,Introduction,4804326
DravetSyndrome,progressesTo,PartialSeizure,Introduction,4804326
DravetSyndrome,progressesTo,MyoclonicSeizure,Introduction,4804326
